ID,Example_ID,Language_ID,Text_ID,Original_Primary_Text,Primary_Text,Analyzed_Word,Analyzed_Word_Morphemes,Gloss,Part_Of_Speech,Original_Translated_Text,Translated_Text,Comment,Pattern,Discontinuous,Intervening,Animacy,Type,Order,Argument,Role,Positions,Value,Particle,Genre,Source
derbyshire-1965-p-069-the-wives-of-mawarye-and-woxka-253,derbyshire-1965-p-069-the-wives-of-mawarye-and-woxka-253,hix,the-wives-of-mawarye-and-woxka,"atxke naha kekoná-hatá, mawarye-wya, woxka.","Atxke naha kekonï=hatï, Mawarye=wya, Woxka.",atxke	n-a-ha	0-ke-konï	hatï	mawarye	wya	Woxka,atxke  n-   exe -yaha     n-   ka  -yakonï hatï mawarye wya    Woxka,bad	3Sa-Cop-Pres:Cty	3Sa-say-DPst2	Hrsy	Mawarye	Dat	Woxka,A	Va	Va	Ptc	N	Pp	N	,,"""She is no good,"" said Woxka to Mawarye.",afterthought,,,,,,,,,,n,,story,derbyshire1965textos[69]
derbyshire-1965-p-023-the-origin-of-the-moon-004,derbyshire-1965-p-023-the-origin-of-the-moon-004,hix,the-origin-of-the-moon,tánotxhárá-rma-hoko nehxakoná.,Tïnotxhïrï=rma=hoko nehxakonï.,tï-notxhï-rï	rma	hoko	n-eh-xakonï,t-   notxhï -rï  rma  hoko  n-   exe -yakonï,3R-sister-Pos	Cont	about	3Sa-Cop-DPst2,N	Ptc	Pp	Va	,,He was occupied with his sister.,Example of *rma* within phrase.,,,,,,,,,,n,,story,derbyshire1965textos[23]
ae-personal-narrative-015,ae-personal-narrative-015,aka,ae-personal-narrative,,mörö winnö urö sang ye'pï meriam ye'pï,mörö	winö	urö	sang	yebï-'pï	Mariam	yebï-'pï,,that	from	1Sg	mother	come-Past	Mariam	come-Past,Dem	P	Pro	N	Vi	N	Vi,,This is where my mother Mariam came from,afterthought is a whole clause,,,,,,,,,,n,,personal-story,caesarDBakawaio
ae-personal-narrative-018,ae-personal-narrative-018,aka,ae-personal-narrative,,"i'tuya bogeng bra ji, Akawaio be rï'kwö rö na'kö ji a'ai pïze urö sang nok ne'tai",i'tu-u-ya	bogeng	bra	eji	Akawaio	pe	rï'kwö	rö	na'kö	ji	a'ai	**pïze**	**urö**	**sang**	**nok**	n-eji-dai,,know-1-Erg	like.manner	Neg	be	Akawaio	like	Dim	Emph	maybe	Emph	mother	this.Anim	1Sg	mother	grandmother	3S-be-Past,Vt	P	Adv	Vi	N	P	Pro	Prtcl	Adv	Prtcl	N	Pro	Pro	N	N	Prs-V-TAM	,,"I do not know, but my mother's grandmother was Akawaio","*pïze [urö sang nok]*, NP within pseudo-NP",DEM N,False,,hum,DEM+N,DEM N,False,s,"12,13,14,15",np,,personal-story,caesarDBakawaio
ae-personal-narrative-031,ae-personal-narrative-031,aka,ae-personal-narrative,,mörö kasa tïgo'mangzang nya serö waramadang bo,mörö	kaza	t-ko'mamï-zang	nya	**serö**	**waramadang**	po,,that	like	Adv-live-Pl.Nzr	1+3	this	Waramadong	Loc,Dem	P	N	Pro	Pro	N	P,,That's how we all live here at Waramadong,*serö waramadong po*,DEM N POSTP,False,,inan,DEM+N,DEM N,False,obl,"5,6",np,,personal-story,caesarDBakawaio
cc-praising-rhymes-6,cc-praising-rhymes-6,aka,cc-praising-rhymes,,mörö gaza rï'kwö warawok mïre aburöuya mörö,mörö	kaza	rï'kwö	**warawok**	**mïre**	aburö-u-ya	mörö,,that	like	Dim	boy	child	praise-1-Erg	A.I.?,Dem	P	Pro	N	N	Vt	?,,This is how I would praise a boy child when he is small,*warawok mïre*,Nmod N Vt,False,,hum,N+N,Nmod N,True,p,"4,5",np_arg,,description,caesarDBakawaio
cc-praising-rhymes-25,cc-praising-rhymes-25,aka,cc-praising-rhymes,,korwak rï'kwö boganing dauya,korwak	rï'kwö	poga-ning	ta-u-ya,,patwa.fish	Dim	shoot-A.Nzr	say-1-Erg,N	Pro	N	Vt	,,"the shhoter of cute little patwa fish, I say",Good example of [[N Ptc] N],,,,,,,,,,n,,description,caesarDBakawaio
ae-personal-narrative-033,ae-personal-narrative-033,aka,ae-personal-narrative,,serö nong bo,**serö**	**nong**	po,,this	earth	on,Pro	N	P	,,on this earth,,DEM N POSTP,False,,inan,DEM+N,DEM N,False,obl,"1,2",np,,personal-story,caesarDBakawaio
ae-personal-narrative-064,ae-personal-narrative-064,aka,ae-personal-narrative,,nya ya rö se ji kashiri konega,nya	ya	rö	serö	ji	kajiri	konega,,1+3	Erg	Emph	this	Emph	cassava.beer	make,Pro	P	Prtcl	Pro	Prtcl	N	Vt	,,We make this thing called kashiri,*serö ji kashiri*,,,,,,,,,,part,ji,personal-story,caesarDBakawaio
claudine-bagot-personal-narrative-021,claudine-bagot-personal-narrative-021,aka,claudine-bagot-personal-narrative,,"mörö gaza bek, nai gaza önïk röji enau",mörö	gaza	bek	nai	gaza	önïk	rö-ji	enau,,that	like	QP	what	like	who	Emph-Emph	in.hand,Dem	P	Prtcl	N	P	Pro	Prtcl	P,,"Is this how it will be? How, in whose hands?",Good example of [[N Ptc Ptc] N],,,,,,,,,,n,,personal-story,caesarDBakawaio
claudine-bagot-personal-narrative-034,claudine-bagot-personal-narrative-034,aka,claudine-bagot-personal-narrative,,mörau ji mörö maing nö na'nek,mörau	ji	**mörö**	**maing**	nö	nai-nek,,there	Emph	that	word	Emph	3.be.Pres-Rel,Adv	Prtcl	Dem	N	Prtcl	Vi-Rel,,There is always speech that is there,,DEM N PART,False,,inan,DEM+N,DEM N,False,s_nvp,"3,4",np,,personal-story,caesarDBakawaio
claudine-bagot-personal-narrative-052,claudine-bagot-personal-narrative-052,aka,claudine-bagot-personal-narrative,,kïrörö kïrö magoi se gaza rö mo'kaning dawong,kïrö-rö	**kïrö**	**magoi**	zerö	kaza	rö	mo'ka-ning	ta-wong,,3Sg.Anim-Cop?	3Sg.Anim	sin	this	like	Emph	take.away-A.Nzr	say-Nzr/Rel?,Dem	Pro	N	Pro	P	Prtcl	N	N	,,"It is only the sinful one (evil/satan)who can take you away suddenly, they say",Not sure if *kïrö magoi* is the subject or the predicate,DEM N,False,,hum,DEM+N,DEM N,False,s_nvp,"2,3",np,,personal-story,caesarDBakawaio
claudine-bagot-personal-narrative-087,claudine-bagot-personal-narrative-087,aka,claudine-bagot-personal-narrative,,e'nongga rï'kwörö mörö yeburudong ya rö yereudanïgï a'tai e'nongga tawong ning,e'nongga	rï'kwö-rö	**mörö**	**y-eburu-dong**	ya	rö	y-ereuda-nïgï	a'tai	e'nongga	ta-wong	ning,,leave	Dim-Emph	that	1-boss-Pl	Erg	Emph	1-sit-Caus	when	leave	say-Nzr/Rel?	Emph,Vi	Adv?-Prtcl	Dem	N	P	Prtcl	Prs-Vi-VDer	Prtcl	Vi	N	Prtcl,,She has said I will leave when my bosses stop me,,DEM N ERG PART,False,,hum,DEM+N,DEM N,True,a,"3,4",np,,personal-story,caesarDBakawaio
lester-eugene-personal-narrative-021,lester-eugene-personal-narrative-021,aka,lester-eugene-personal-narrative,,mörö dïbo urö ji laspang e'tane ji aigobe rï'kwö e'tane urö gïibïnï ji ma'ta'pï mörö,mörö	tïbo	urö	ji	laspang	e'tane	ji	aigo-be	rï'kwö	eji-dane	urö	kïibïnï	ji	ma'ta-'pï	mörö,,that	after	1Sg	Emph	last.one	but	Emph	small-Attr	Dim	be-while	1Sg	father	Emph	die-Past	A.I.?,Dem	Adv	Pro	Prtcl	N	Prtcl	Prtcl	A	Pro	Vi	Pro	N	Prtcl	Vi	?	,,"Then after that, I am the last one but while I was still small my father died",confused by the addressee involvement here,,,,,,,,,,n,,personal-story,caesarDBakawaio
lester-eugene-personal-narrative-026,lester-eugene-personal-narrative-026,aka,lester-eugene-personal-narrative,,"kïrörö ji urö gïibïnï ji es'pï mörö kayuni, kayunirïgok nïgabö'tai tok ko",kïrö-rö	ji	urö	kïibïnï	ji	eji-'pï	mörö	kayuni	kayuni-gok	n-ka-bödï-dai	tok	ko,,3Sg.Anim-Emph	Emph	1Sg	father	Emph	be-Past	A.I.?	Kuyuni	Kuyuni-tribe	3S-say-Hab-Past	3Pl	Emph,Pro	Prtcl	Pro	N	Prtcl	Vi	?	N	N	Vi	Pro	Prtcl	,," He my father was from a tribe from Kayuni, so they always say",[*kïrörö ji*] [*urö kïibïnï ji*],,,,,,,,,,part,ji,personal-story,caesarDBakawaio
lester-eugene-personal-narrative-036,lester-eugene-personal-narrative-036,aka,lester-eugene-personal-narrative,,dadi bogong nö agïibïnïdong rö tombadong be rö,dadi	pök-ng	nö	a-kïibïnï-dong	rö	tomba-dong	pe	rö,,Daddy	about-Nzr	Emph	2-father-Pl	Emph	relative-Pl	like	Emph,N	N	Prtcl	N	Prtcl	N	P	Prtcl	,,also the relative of Daddie your father,'Daddie your father'?,,,,,,,,,,?,,personal-story,caesarDBakawaio
lester-eugene-personal-narrative-047,lester-eugene-personal-narrative-047,aka,lester-eugene-personal-narrative,,turonnö mïre bra yesh'pï,**turonnö**	**mïre**	bra	y-eji-'pï,,another	child	Neg	3-be-Past,N	N	Adv	Vi	,,there was no other child,,Nmod N,False,,hum,N+N,Nmod N,False,s_nvp,"1,2",np,,personal-story,caesarDBakawaio
lester-eugene-personal-narrative-096,lester-eugene-personal-narrative-096,aka,lester-eugene-personal-narrative,,"uri'chang amök, ezugeng uri'chang amök seven gaijarö",uri'chang	amök	ezugeng	**uri'chang**	amök	**gaijarö**,,female	Pl	of.one.kind	female	Pl	in.number,N	Prtcl	Adv	N	Prtcl	Adv	,,"with seven girls, all of the same sex",ADV + N + PL; not clear what *ezugeng* is doing,N PART ADV,True,PART,hum,ADV+N,N ADV,False,?,"4,6",np,amök,personal-story,caesarDBakawaio
lester-eugene-personal-narrative-100,lester-eugene-personal-narrative-100,aka,lester-eugene-personal-narrative,,serö ji munggamök a ji urö nïmbödï'pï ji,serö	ji	munggö	amök	ya	ji	urö	nïmï-bödï-'pï	ji,,this	Emph	children	Pl	Erg	Emph	1Sg	leave-Pl.Abs-Past	Emph,Pro	Prtcl	N	Prtcl	P	Prtcl	Pro	Vt	Prtcl	,,"Now at this time, my children have now left me",*serö ji* 'now',,,,,,,,,,n,,personal-story,caesarDBakawaio
pingkas-personal-narrative-011,pingkas-personal-narrative-011,aka,pingkas-personal-narrative,,wayara yeng diezek ka'tau,wayara	eng	i-ezek	ka'tau,,macaw	cave	3-name	high,N	N	N	Adv	,,at a high place named Wayara yeng (Macaw's cave),"lit. 'its name is wayara yeng, in the sky’",,,,,,,,,,n,,personal-story,caesarDBakawaio
pingkas-personal-narrative-022,pingkas-personal-narrative-022,aka,pingkas-personal-narrative,,mörö wenong urö dauwa ning ji,**mörö**	**winö-ng**	urö	ta-u-wa	ning	eji,,that	from-Nzr	1Sg	say-1-Erg	Emph	be,Dem	N	Pro	Vt	Prtcl	Vi	,,I am saying that I am from there,,DEM N,False,,inan,DEM+N,DEM N,False,nvp,"1,2",np,,personal-story,caesarDBakawaio
pingkas-personal-narrative-031,pingkas-personal-narrative-031,aka,pingkas-personal-narrative,,"mörau sa'ji urö enshi mang ko, mö tong bo",mörau	sa'ji	urö	enji	mang	ko	**mörö**	**tong**	po,,there	Emph	1Sg	daughter	3.be.Pres	Emph	that	town	Loc,Adv	Prtcl	Pro	N	Vi	Prtcl	Dem	N	P	,,There is my daughter who is in town (meaning Georgetown),*mörö tong po*,DEM N POSTP,False,,inan,DEM+N,DEM N,False,obl,"7,8",np,,personal-story,caesarDBakawaio
pingkas-personal-narrative-037-pingkas-smith,pingkas-personal-narrative-037-pingkas-smith,aka,pingkas-personal-narrative,,"mainarï rï'kwörö, mö mainarï möng wïk pïragong bo mainarï mang",maina-ri	rï'kwö-rö	**mörö**	**maina-ri**	mörö-ng	wïk	pïragong	po	maina-ri	mang,,farm-Psd	Dim-Emph	that	farm-Psd	that-Style	mountain	ankle	Loc	farm-Psd	3.be.Pres,N	Adv?-Prtcl	Dem	N	Dem-?	N	N	P	N	Vi	,,"I do have a fram, there is my farm, over there!!! My farm is at the foot of the mountain",*mö mainarï*,DEM N,False,,inan,DEM+N,DEM N,False,s_nvp,"3,4",np,,personal-story,caesarDBakawaio
pingkas-personal-narrative-047,pingkas-personal-narrative-047,aka,pingkas-personal-narrative,,mïgï tok kïipïnïdong winnö mörö ji am..,mïgï	tok	kïibïnï-dong	winö	mörö	ji	am,,Hes	3Pl	father-Pl	from	that	Emph	um,Prtcl	Pro	N	P	Dem	Prtcl	Prtcl	,,From their father's side that,disfluency,,,,,,,,,,n,,personal-story,caesarDBakawaio
pingkas-personal-narrative-057,pingkas-personal-narrative-057,aka,pingkas-personal-narrative,,serö rï'kwö rö maing sauro'nö na'nek eji wagïbe rö,**serö**	rï'kwö	rö	**maing**	saurogï-nnö	nai-nek	eji	wagï	pe	rö,,this	Dim	Emph	word	talk-1+2S	3.be.Pres-Rel	be	good	like	Emph,Pro	Pro	Prtcl	N	Vi	Vi-Rel	Vi	N	P	Prtcl	,,This language that we talk here is really good,*serö rï'kwö rö maing* is not the argument of 'talk',DEM PART PART N,True,multiple,inan,DEM+N,DEM N,False,s_nvp,"1,4",np_arg,rï’kwö; rö,personal-story,caesarDBakawaio
pingkas-personal-narrative-064,pingkas-personal-narrative-064,aka,pingkas-personal-narrative,,tu'ke rö tok maimu eji brazil bo kuru,tu'ke	rö	tok	maimu	eji	brazil	po	kuru,,many	Emph	3Pl	language	be	Brazil	Loc	Emph,Prtcl	Prtcl	Pro	N	Vi	N	P	Prtcl	,,There have several languages in Brazil in particular,*tu'ke rö tok maimu*,,,,,,,,,,part,,personal-story,caesarDBakawaio
pingkas-personal-narrative-066,pingkas-personal-narrative-066,aka,pingkas-personal-narrative,,"serö ning shi Gaiyana bo rï'kwö ning ji mïgï mörö dö wagïbe kuning maing eji, mörö gaza",serö	ning	ji	Gaiyana	po	rï'kwö	ning	ji	mïgï	mörö	tö	wagï	pe	kuru	ning	maing	eji	mörö	kaza,,this	Emph	Emph	Guyana	Loc	Dim	Emph	Emph	Hes	that	go	good	like	Emph	Emph	word	be	that	like,Pro	Prtcl	Prtcl	N	P	Pro	Prtcl	Prtcl	Prtcl	Dem	Vi	N	P	Prtcl	Prtcl	N	Vi	Dem	P	,,"Here in Guyana the language (Akawaio) goes well (meaning spoken well), like that","Probably missing intonational break, *maing eji* is separate from first predicate around *tö*",,,,,,,,,,n,,personal-story,caesarDBakawaio
ps-duck-story-007,ps-duck-story-007,aka,ps-duck-story,,wagïdong rö airö stori amök bu'töga'nïgï tok a be mang,wagï-dong	rö	airö	stori	amök	pu'tögabï-nïgï	tok	ya	pe	mang,,good-Pl	Emph	sympathy	story	Pl	forget-Caus	3Pl	Erg	like	3.be.Pres,N	Prtcl	Prtcl	N	Prtcl	Vi-VDer	Pro	P	P	Vi	,,It seems that they will be forgetting good stories,[*wagïdong rö airö*] [*stori amök*],,,,,,,,,,part,rö; airö,story,caesarDBakawaio
ps-duck-story-012,ps-duck-story-012,aka,ps-duck-story,,mai'kwak kïrö mai'kwak tuna gawong,**mai'kwak**	**kïrö**	**mai'kwak**	tuna	ka-wong,,duck	3Sg.Anim	duck	water	say-Nzr/Rel?,N	Pro	N	N	N	,,"The duck, the one that is in the water",,N DEM N,False,,hum,DEM+N,N DEM N,False,s_nvp,"1,2,3",np,,story,caesarDBakawaio
ps-duck-story-021,ps-duck-story-021,aka,ps-duck-story,,kïrö togodogo ya ji tïmainarï agïdï,**kïrö**	**togodogo**	ya	ji	t-maina-ri	agïdï,,3Sg.Anim	owl	Erg	Emph	3.Rfl-farm-PS	d	cut,Pro	N	P	Prtcl	N	Vt	,,The owl cut his farm,,DEM N ERG PART,False,,hum,DEM+N,DEM N,True,a,"1,2",np,,story,caesarDBakawaio
ps-duck-story-024,ps-duck-story-024,aka,ps-duck-story,,ösöbe kïrö mai'kwak eshi ösöbe shiyampiyan be shi ösö be ji,özö-be	**kïrö**	**mai'kwak**	eji	özö-be	shiyampiyan	pe	y-eji	özö	pe	y-eji,,serious-Attr	3Sg.Anim	duck	be	serious-Attr	champion	like	3-be	serious	like	3-be,A	Pro	N	Vi	A	N	P	Vi	N	P	Vi	,,"The duck was a very serious one, he was a serious champion",,DEM N,False,,hum,DEM+N,DEM N,False,s_nvp,"2,3",np,,story,caesarDBakawaio
ps-duck-story-025,ps-duck-story-025,aka,ps-duck-story,,kïrö togodogo endai,kïrö	togodogo	endai,,3Sg.Anim	owl	better,Pro	N	P	,,Better than the owl,potentially a DEM + N NP,,,,,,,,,,n,,story,caesarDBakawaio
ps-duck-story-026,ps-duck-story-026,aka,ps-duck-story,,"togodogo engurumïng... seau, tigingnö yöi ennogöiya",togodogo	engurumï-ng	serau	**tiginnö**	**yöi**	ennogï-i-ya,,owl	wait-Style	here	one	tree	send-3-Erg,N	Vi-?	Adv	Prtcl	N	Vt	,,"The owl wold just sit here, then he cut down one tree",,NUM N Vt,False,,inan,N+N,NUM N,True,p,"4,5",np,,story,caesarDBakawaio
ps-duck-story-032,ps-duck-story-032,aka,ps-duck-story,,kïrö ning mai'kwak eji mörö ösöbe shiyampiyan be ning shi shenubasak be yeshi,kïrö	ning	mai'kwak	eji	mörö	özö-be	shiyampiyan	pe	ning	y-eji	i-zenuba-zak	pe	y-eji,,3Sg.Anim	Emph	duck	be	A.I.?	serious-Attr	champion	like	Emph	3-be	3-learn-Perf	like	3-be,Pro	Prtcl	N	Vi	?	A	N	P	Prtcl	Vi	Vi	P	Vi	,,"But the duck is really a very serious one, he is a champion because he is one that is trained",*kïrö ning mai'kwak*,,,,,,,,,,part,ning,story,caesarDBakawaio
ps-duck-story-034,ps-duck-story-034,aka,ps-duck-story,,a.. a.. pïse tok ewo'pï nosamishi pada bong ning ji tok ewo'pï,a	a	**pïze**	tok	**ewo'pï**	**nosami'chi**	pada	po-ng	ning	ji	tok	ewo'pï,,ah	ah	this.Anim	3Pl	mother.in.law	old	place	Loc-Nzr	Emph	Emph	3Pl	mother.in.law,Prtcl	Prtcl	Pro	Pro	N	N	N	N	Prtcl	Prtcl	Pro	N	,,"Then here is their mother-in-law an old woman who was at home, their mother-in-law",[*pïze* [*tok ewo’pï*] *nosami’chi*],DEM N Nmod,False,,hum,DEM+N,DEM N Nmod,False,s_nvp,"3,5,6",np,,story,caesarDBakawaio
ps-duck-story-039,ps-duck-story-039,aka,ps-duck-story,,möra'tai ji mai'kwak dundagabï kïrö togodogo rawörö,möra'tai	ji	mai'kwak	tunda-gabï	**kïrö**	**togodogo**	rawörö,,at.that.time	Emph	duck	travel-Cmpltv	3Sg.Anim	owl	before,Pro	Prtcl	N	Vi	Pro	N	P	,,Then the duck would journey back before the owl,,DEM N POSTP,False,,hum,DEM+N,DEM N,False,obl,"5,6",np,,story,caesarDBakawaio
ps-duck-story-043,ps-duck-story-043,aka,ps-duck-story,,kïrö no'sangshi ya,**kïrö**	**no'sami'chi**	ya,,3Sg.Anim	old	Erg,Pro	N	P	,,By she the old woman,verb in other utterance?,DEM N ERG,False,,hum,DEM+N,DEM N,True,a,"1,2",np,,story,caesarDBakawaio
ps-duck-story-047,ps-duck-story-047,aka,ps-duck-story,,kïrö ji togodogo pada go'manï'ning ingurungnöbök ning te'seng,kïrö	ji	togodogo	pada	ko'manïgï-ning	ingurumï-nöbök	ning	t-eji-zeng,,3Sg.Anim	Emph	owl	place	keep-A.Nzr	stay.still-Prog	Emph	Adv-be-Abs.Nzr,Pro	Prtcl	N	N	N	Vi	Prtcl	N	,,Then that owl the one who spent his time resting,*kïrö ji togodogo*,,,,,,,,,,part,ji,story,caesarDBakawaio
ps-duck-story-055,ps-duck-story-055,aka,ps-duck-story,,mai'kwak amök mainarï,mai'kwak	amök	maina-ri,,duck	Pl	farm-PS	d,N	Prtcl	N	,,The farm of the ducks,nice example of possessive construction with intervening particle,,,,,,,,,,n,,story,caesarDBakawaio
ps-duck-story-058,ps-duck-story-058,aka,ps-duck-story,,"e'tane shi turonggong a, turonggong a shi mïgï mörö mai'kwak mainarï ene'pï",e'tane	ji	turonnö-gong	ya	turonnö-gong	ya	ji	mïgï	**mörö**	**mai'kwak**	maina-ri	ene-'pï,,so	Emph	another-Pl	Erg	another-Pl	Erg	Emph	Hes	that	duck	farm-PS	d	see-Past,Prtcl	Prtcl	N	P	N	P	Prtcl	Prtcl	Dem	N	N	Vi	,,"Then other people, the other people saw the duck's farm",[*mörö* [*mai’kwak mainari*]],DEM N Vt,False,,inan,DEM+N,DEM N,True,p,"9,10",np,,story,caesarDBakawaio
ps-duck-story-060,ps-duck-story-060,aka,ps-duck-story,,ekepe rö a'naik e'kwa ning ti'tuik pra rö,ege-be	rö	a'naik	e'kwa	ning	t-i'tu-ik	bra	rö,,big-Attr	Emph	corn	field	Emph	Adv-know-Prtcpl	Neg	Emph,A	Prtcl	N	N	Prtcl	?-Vt-Vder	Adv	Prtcl	,,There were a huge amount of fields with corn and many other crops,adverb,,,,,,,,,,n,,story,caesarDBakawaio
ps-duck-story-061,ps-duck-story-061,aka,ps-duck-story,,a.. kïrö ning mïgï mörö mai'kwak manengbazai'ya mörö,a	kïrö	ning	mïgï	**mörö**	**mai'kwak**	manengba-zak-i-ya	mörö,,ah	3Sg.Anim	Emph	Hes	that	duck	make.angry-Perf-3-Erg	A.I.?,Prtcl	Pro	Prtcl	Prtcl	Dem	N	Vt	?	,,She had already made the duck angry,,DEM N Vt,False,,hum,DEM+N,DEM N,True,p,"5,6",np,,story,caesarDBakawaio
ps-duck-story-064,ps-duck-story-064,aka,ps-duck-story,,anembai ta'pï shi pïze tok ewo'pï nosamishi ya mörö,an-ene-bai	ta-'pï	ji	pïze	tok	ewo'pï	no'sami'chi	ya	mörö,,3O.Desid-see-Desid	say-Past	Emph	this.Anim	3Pl	mother.in.law	old	Erg	A.I.?,Adv	Vt	Prtcl	Pro	Pro	N	N	P	?	,,"I want to see it said the old woman, the mother-in-law",[DEM PL N N] ya?,,,,,,,,,,n,,story,caesarDBakawaio
ps-duck-story-067,ps-duck-story-067,aka,ps-duck-story,,"aikor'kwö wijagong, mïre rï'kwö önïk rönamo uri'shang mïre rï'kwö rö namo",aigo	rï'kwö	wijagong	mïre	rï'kwö	önïk	rönamo	**uri'chang**	**mïre**	rï'kwö	rö	namo,,small	Dim	other	child	Dim	who	uncrtn	female	child	Dim	Emph	Uncrtnty,N	Pro	N	N	Pro	Pro	Prtcl	N	N	Pro	Prtcl	Prtcl	,,"The partner who accompanied her was small, maybe she was a small girl",*uri'shang mïre*,Nmod N,False,,hum,N+N,Nmod N,False,nvp,"8,9",np,,story,caesarDBakawaio
ps-duck-story-067-1,ps-duck-story-067,aka,ps-duck-story,,"aikor'kwö wijagong, mïre rï'kwö önïk rönamo uri'shang mïre rï'kwö rö namo",aigo	rï'kwö	**wijagong**	**mïre**	rï'kwö	önïk	rönamo	uri'chang	mïre	rï'kwö	rö	namo,,small	Dim	other	child	Dim	who	uncrtn	female	child	Dim	Emph	Uncrtnty,N	Pro	N	N	Pro	Pro	Prtcl	N	N	Pro	Prtcl	Prtcl	,,"The partner who accompanied her was small, maybe she was a small girl",*wijagong mïre*,Nmod N,False,,hum,N+N,Nmod N,False,s_nvp,"3,4",np,,story,caesarDBakawaio
ps-duck-story-078,ps-duck-story-078,aka,ps-duck-story,,möra'tai kïrö no'sanshi döga'pï shi maina ak,möra'tai	**kïrö**	**no'sami'chi**	tö-gabï-'pï	ji	maina	yak,,at.that.time	3Sg.Anim	old	go-Cmpltv-Past	Emph	farm	into,Pro	Pro	N	Vi	Prtcl	N	P	,,Then she the old woman went into the farm,*kïrö no’sami’chi*,DEM N,False,,hum,DEM+N,DEM N,False,s,"2,3",np,,story,caesarDBakawaio
ps-duck-story-082,ps-duck-story-082,aka,ps-duck-story,,kïrö no'sanshi esh'pï ingge chiya maina ya ji giororo'kasak,**kïrö**	**no'sami'chi**	eji-'pï	ingge	chiya	maina	ya	ji	i-kororo'ka-zak,,3Sg.Anim	old	be-Past	long.time	far.away	farm	Erg	Emph	3-envelop-Perf,Pro	N	Vi	Adv	Pro	N	P	Prtcl	Vt	,,"She the old woman spent a long time there, because the farm had enclosed her",*kïrö no'sanshi*,DEM N,False,,hum,DEM+N,DEM N,False,s_nvp,"1,2",np,,story,caesarDBakawaio
ps-duck-story-084,ps-duck-story-084,aka,ps-duck-story,,haing! kïrö shi wishagong nöma mörö kasa nöma shi biögörö tiano'maka'pï röma rö,haing	kïrö	ji	ijagong	röma	mörö	kaza	röma	ji	i-pögörö	i-tano'ma-gabï-'pï	röma	rö,,sudden.absence	3Sg.Anim	Emph	partner	also	that	like	also	Emph	3-after	3-get.lost-Cmpltv-Past	also	Emph,SW	Pro	Prtcl	N	?	Dem	P	?	Prtcl	P	Vi	?	Prtcl	,,haing!(expression describing sudden absence)then her partner in a similar manner went after her and also got lost,*kïrö shi wishagong*,,,,,,,,,,part,ji,story,caesarDBakawaio
ps-duck-story-086,ps-duck-story-086,aka,ps-duck-story,,"kïrö mai'kwak sagorobasai'ya mörö, iwobiya'masai'ya ning mörö",**kïrö**	**mai'kwak**	sagoroba-zak-i-ya	mörö	i-wobiya'ma-zak-i-ya	ning	mörö,,3Sg.Anim	duck	make.angry-Perf-3-Erg	A.I.?	3-curse-Perf-3-Erg	Emph	A.I.?,Pro	N	Vt	?	Vt	Prtcl	?	,,"Now she had made the duck angry, so he had really cursed her with witchcraft",*kïrö mai'kwak*,DEM N Vt,False,,hum,DEM+N,DEM N,True,p,"1,2",np,,story,caesarDBakawaio
ps-duck-story-087,ps-duck-story-087,aka,ps-duck-story,,"a.. weruji be no'sanshi dö mörö, eruwö kïrö rï'kwö ne'pö'ai'nek pe wishagong",a	weruji	pe	no'sami'chi	tö	mörö	**eruwö**	**kïrö**	rï'kwö	n-eji-bödï-aik-nek	pe	ijagong,,ah	dove	like	old	go	A.I.?	small.dove	3Sg.Anim	Dim	3S-be-Hab-Pres-Rel	like	partner,Prtcl	N	P	N	Vi	?	N	Pro	Pro	Prs-Vi-Asp-TAM-Rel	P	N	,,The old woman turn into a dove and that is how she kept going and her partner went as an eruwö(smaller species of dove) bird,*eruwö kïrö*,N DEM EMP,False,,anim,DEM+N,N DEM,False,nvp,"7,8",np,,story,caesarDBakawaio
r-personal-narrative-014,r-personal-narrative-014,aka,r-personal-narrative,,"tu'ke rö za'ne agarangse'na, tu'kanggong sa'ne mïre ank (amök) rö",tu'ke	rö	sa'ne	a-gwaramï-ze'na	tu'kang-gong	sa'ne	mïre	amök	amök	rö,,many	Emph	Emph	A-cry-Purp	several-Pl	Emph	child	Pl	Pl	Emph,Prtcl	Prtcl	Prtcl	??-Vi-VDer	N	Prtcl	N	Prtcl	Prtcl	Prtcl	,,"""Many of us to cry,even the many children",*tu'kanggong sa'ne mïre ank*,,,,,,,,,,part,sa'ne,personal-story,caesarDBakawaio
r-personal-narrative-022,r-personal-narrative-022,aka,r-personal-narrative,,"wagï genïk so'chi dau eji'ma, e'nek au rö tïwe'kïngmaik tugo'mangzanggong genïk amörö'nogong kabai e'aik",**wagï**	genïk	**jo'chi**	tau	eji-i'ma	e'nek	yau	rö	t-e'-kïngma-ik	t-go'mamï-zang-gong	genïk	amörö-'nogong	ga-bai	eji-aik,,good	specifically	church	within	be-While	sick	in	Emph	Adv-Detr-hurt-Prtcpl	Adv-live-Pl.Nzr-Pl	Mirative	2Sg-Pl	say-Desid	be-Pres,N	Prtcl	N	P	Vi-?	N	P	Prtcl	?-Vi-Vder	N	Prtcl	Pro	Adv	Vi	,,"Although you are in a good church, all of you seem to live while hurting, I want to say",*wagï genïk so'chi*,N PART N POSTP,True,PART,inan,N+N,N N,False,obl,"1,3",np_arg,kenïk,personal-story,caesarDBakawaio
